Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number
alice,30,50000.0,Male,HR,Analyst,,A,no_email@example.com,098-765-4321
eve,50,65000.0,Other,Finance,Director,2018-04-05,D,no_email@example.com,000-000-0000
david,50,70000.0,Female,Sales,Assistant,2018-04-05,D,email@example.com,123-456-7890
jack,35,60216.08643457383,Female,IT,Director,,B,user@domain.com,000-000-0000
hannah,40,60000.0,Other,Marketing,Clerk,,A,no_email@example.com,000-000-0000
alice,25,70000.0,Male,IT,Manager,2018-04-05,A,email@example.com,555-555-5555
jack,25,55000.0,Other,Sales,Clerk,,F,no_email@example.com,
alice,0,65000.0,Other,Sales,Assistant,2018-04-05,F,email@example.com,098-765-4321
david,50,65000.0,Female,IT,Clerk,,B,no_email@example.com,123-456-7890
hannah,25,60216.08643457383,Other,Marketing,Director,,A,no_email@example.com,
eve,35,55000.0,Other,IT,Clerk,2018-04-05,B,no_email@example.com,
bob,50,60216.08643457383,Female,Sales,Assistant,,F,no_email@example.com,123-456-7890
frank,35,55000.0,Female,Sales,Assistant,,F,name@company.org,
eve,25,60000.0,Female,Finance,Assistant,2018-04-05,D,email@example.com,555-555-5555
bob,25,65000.0,Female,Finance,Director,,B,name@company.org,
charlie,0,65000.0,Other,HR,Assistant,2018-04-05,B,email@example.com,555-555-5555
ivy,25,60000.0,Other,Sales,Manager,2018-04-05,A,user@domain.com,098-765-4321
grace,50,50000.0,Male,Finance,Assistant,,A,no_email@example.com,098-765-4321
grace,50,60216.08643457383,Male,IT,Clerk,,D,user@domain.com,000-000-0000
frank,50,60000.0,Other,Marketing,Clerk,,C,user@domain.com,555-555-5555
hannah,0,60216.08643457383,Male,IT,Clerk,,C,email@example.com,098-765-4321
david,0,70000.0,Other,Marketing,Director,2018-04-05,C,name@company.org,
hannah,25,65000.0,Male,Finance,Clerk,,B,no_email@example.com,123-456-7890
david,30,60216.08643457383,Female,HR,Director,,B,email@example.com,123-456-7890
hannah,30,55000.0,Male,IT,Director,,F,no_email@example.com,555-555-5555
ivy,0,60216.08643457383,Female,IT,Assistant,,B,user@domain.com,000-000-0000
charlie,25,70000.0,Female,IT,Manager,,B,no_email@example.com,
charlie,30,65000.0,Female,Marketing,Assistant,,B,name@company.org,555-555-5555
bob,25,60000.0,Female,Finance,Assistant,,D,email@example.com,123-456-7890
jack,25,70000.0,Male,IT,Director,,B,name@company.org,555-555-5555
charlie,25,65000.0,Other,IT,Director,,A,name@company.org,
charlie,40,60216.08643457383,Female,HR,Clerk,,A,email@example.com,098-765-4321
eve,50,50000.0,Male,HR,Clerk,,F,name@company.org,
eve,25,50000.0,Female,Finance,Assistant,,D,no_email@example.com,098-765-4321
bob,40,55000.0,Male,Finance,Analyst,,A,no_email@example.com,098-765-4321
jack,0,65000.0,Male,Sales,Analyst,,D,no_email@example.com,098-765-4321
frank,30,50000.0,Male,HR,Clerk,,D,no_email@example.com,555-555-5555
eve,50,60000.0,Other,Sales,Analyst,,F,name@company.org,123-456-7890
frank,30,65000.0,Male,Marketing,Clerk,,D,email@example.com,555-555-5555
alice,50,60000.0,Male,Sales,Director,,B,email@example.com,123-456-7890
eve,30,60000.0,Other,IT,Assistant,,D,no_email@example.com,
ivy,50,50000.0,Other,Sales,Manager,,F,email@example.com,000-000-0000
jack,30,65000.0,Male,Finance,Assistant,,F,no_email@example.com,
bob,30,60216.08643457383,Other,Marketing,Clerk,,F,name@company.org,555-555-5555
alice,30,70000.0,Female,IT,Clerk,,A,email@example.com,555-555-5555
jack,30,50000.0,Female,Sales,Assistant,,B,email@example.com,123-456-7890
ivy,0,50000.0,Other,Marketing,Clerk,,A,user@domain.com,555-555-5555
jack,25,60216.08643457383,Other,Marketing,Analyst,2018-04-05,C,user@domain.com,098-765-4321
ivy,35,65000.0,Male,IT,Analyst,2018-04-05,B,user@domain.com,555-555-5555
ivy,40,65000.0,Other,Sales,Clerk,,D,name@company.org,123-456-7890
frank,35,60000.0,Male,Marketing,Clerk,,F,no_email@example.com,123-456-7890
hannah,35,60216.08643457383,Female,Marketing,Analyst,,C,no_email@example.com,098-765-4321
alice,50,60216.08643457383,Other,HR,Clerk,,B,no_email@example.com,123-456-7890
jack,25,65000.0,Male,Marketing,Clerk,,A,name@company.org,000-000-0000
david,50,60000.0,Male,HR,Assistant,,F,name@company.org,
alice,25,50000.0,Female,Sales,Manager,,A,user@domain.com,555-555-5555
hannah,25,55000.0,Other,Sales,Analyst,,B,email@example.com,000-000-0000
alice,30,70000.0,Female,Sales,Assistant,,B,no_email@example.com,555-555-5555
charlie,0,50000.0,Male,Finance,Manager,2018-04-05,C,no_email@example.com,000-000-0000
david,30,65000.0,Male,Sales,Clerk,2018-04-05,D,email@example.com,555-555-5555
hannah,0,70000.0,Other,Marketing,Clerk,,A,user@domain.com,098-765-4321
frank,50,55000.0,Male,IT,Assistant,,C,email@example.com,123-456-7890
jack,0,55000.0,Other,HR,Clerk,,F,email@example.com,123-456-7890
grace,50,60000.0,Female,Finance,Director,,D,no_email@example.com,098-765-4321
hannah,35,70000.0,Other,Sales,Assistant,,C,user@domain.com,000-000-0000
bob,35,60000.0,Other,Sales,Manager,,A,name@company.org,
jack,0,50000.0,Male,IT,Assistant,2018-04-05,B,no_email@example.com,000-000-0000
hannah,0,60216.08643457383,Male,IT,Analyst,,F,name@company.org,123-456-7890
charlie,50,60216.08643457383,Other,Finance,Assistant,,A,user@domain.com,
grace,30,60216.08643457383,Male,HR,Clerk,,D,email@example.com,555-555-5555
charlie,50,70000.0,Male,Sales,Clerk,,D,no_email@example.com,
grace,30,60216.08643457383,Male,Finance,Director,2018-04-05,B,no_email@example.com,000-000-0000
bob,35,50000.0,Other,Marketing,Director,,B,user@domain.com,098-765-4321
jack,25,60000.0,Male,Marketing,Director,,F,no_email@example.com,555-555-5555
frank,0,70000.0,Other,Finance,Manager,,F,name@company.org,000-000-0000
charlie,30,60000.0,Male,Sales,Director,,B,no_email@example.com,555-555-5555
charlie,50,70000.0,Female,Finance,Manager,,B,user@domain.com,
ivy,35,60000.0,Male,Sales,Director,,D,user@domain.com,123-456-7890
grace,30,55000.0,Male,IT,Manager,,B,name@company.org,000-000-0000
eve,50,60000.0,Other,Finance,Assistant,2018-04-05,C,no_email@example.com,098-765-4321
jack,0,60216.08643457383,Other,Sales,Assistant,,A,no_email@example.com,
grace,0,55000.0,Male,Finance,Clerk,,B,email@example.com,000-000-0000
ivy,40,60000.0,Female,Finance,Manager,,F,no_email@example.com,098-765-4321
alice,25,70000.0,Male,Sales,Analyst,,C,user@domain.com,000-000-0000
grace,40,70000.0,Male,Sales,Clerk,2018-04-05,F,email@example.com,
frank,35,70000.0,Female,HR,Assistant,,C,user@domain.com,000-000-0000
jack,30,65000.0,Other,Finance,Manager,2018-04-05,B,email@example.com,555-555-5555
ivy,35,50000.0,Male,Marketing,Director,,A,no_email@example.com,
alice,50,70000.0,Other,Finance,Analyst,,F,email@example.com,000-000-0000
david,0,55000.0,Other,Finance,Assistant,2018-04-05,C,user@domain.com,123-456-7890
ivy,40,70000.0,Female,Sales,Clerk,2018-04-05,D,no_email@example.com,000-000-0000
david,40,65000.0,Female,Finance,Manager,,B,user@domain.com,555-555-5555
jack,40,60216.08643457383,Other,Finance,Analyst,,A,name@company.org,098-765-4321
charlie,35,55000.0,Male,Marketing,Manager,2018-04-05,B,name@company.org,098-765-4321
ivy,0,65000.0,Other,Sales,Director,,D,name@company.org,098-765-4321
bob,30,60216.08643457383,Male,Finance,Clerk,,A,name@company.org,123-456-7890
david,50,55000.0,Male,IT,Manager,,D,no_email@example.com,555-555-5555
frank,30,60000.0,Female,HR,Assistant,,B,no_email@example.com,
bob,35,50000.0,Male,Marketing,Clerk,2018-04-05,C,no_email@example.com,098-765-4321
hannah,50,50000.0,Male,Finance,Assistant,,B,user@domain.com,555-555-5555
hannah,40,65000.0,Other,IT,Manager,2018-04-05,B,email@example.com,000-000-0000
alice,25,60216.08643457383,Female,Finance,Clerk,,B,user@domain.com,123-456-7890
charlie,35,50000.0,Male,Finance,Assistant,,F,user@domain.com,555-555-5555
jack,35,60216.08643457383,Male,Sales,Director,,D,user@domain.com,555-555-5555
ivy,0,60216.08643457383,Female,Sales,Director,,D,user@domain.com,
eve,30,65000.0,Other,Sales,Manager,2018-04-05,D,no_email@example.com,555-555-5555
frank,35,65000.0,Female,IT,Clerk,2018-04-05,F,email@example.com,
david,35,65000.0,Female,Finance,Analyst,,C,user@domain.com,123-456-7890
jack,40,50000.0,Male,HR,Clerk,,B,no_email@example.com,123-456-7890
bob,40,65000.0,Male,Marketing,Director,,C,user@domain.com,000-000-0000
hannah,50,50000.0,Other,Sales,Assistant,,F,name@company.org,
frank,25,65000.0,Male,Sales,Analyst,,D,user@domain.com,
eve,0,70000.0,Male,Finance,Manager,,B,user@domain.com,098-765-4321
ivy,25,60216.08643457383,Female,Finance,Analyst,,A,no_email@example.com,098-765-4321
alice,50,65000.0,Male,IT,Manager,,A,name@company.org,000-000-0000
eve,40,55000.0,Other,IT,Analyst,,C,email@example.com,123-456-7890
frank,30,60216.08643457383,Female,Sales,Manager,,D,user@domain.com,098-765-4321
eve,40,60216.08643457383,Other,Finance,Manager,,A,email@example.com,555-555-5555
frank,0,65000.0,Female,HR,Analyst,,C,name@company.org,123-456-7890
frank,40,60000.0,Male,Marketing,Analyst,,F,user@domain.com,555-555-5555
grace,0,65000.0,Female,Finance,Manager,2018-04-05,C,no_email@example.com,
david,0,60216.08643457383,Female,Finance,Director,,C,no_email@example.com,123-456-7890
hannah,0,55000.0,Male,IT,Analyst,2018-04-05,C,no_email@example.com,000-000-0000
grace,50,60216.08643457383,Male,Marketing,Clerk,2018-04-05,B,no_email@example.com,
ivy,0,55000.0,Other,Sales,Assistant,,C,no_email@example.com,
grace,0,50000.0,Other,Finance,Manager,,C,no_email@example.com,555-555-5555
charlie,30,70000.0,Male,Sales,Manager,,B,no_email@example.com,
charlie,25,60216.08643457383,Male,Finance,Assistant,,B,user@domain.com,098-765-4321
hannah,35,65000.0,Male,Sales,Director,2018-04-05,F,email@example.com,123-456-7890
eve,25,50000.0,Female,Marketing,Assistant,,D,email@example.com,098-765-4321
david,0,70000.0,Female,IT,Analyst,,A,no_email@example.com,555-555-5555
hannah,30,65000.0,Female,Marketing,Assistant,,A,no_email@example.com,555-555-5555
frank,40,60000.0,Male,HR,Manager,,C,name@company.org,123-456-7890
bob,30,65000.0,Other,IT,Assistant,,F,no_email@example.com,
david,0,55000.0,Male,Marketing,Clerk,,C,no_email@example.com,000-000-0000
david,30,55000.0,Female,HR,Analyst,,A,no_email@example.com,555-555-5555
frank,30,60000.0,Female,Finance,Assistant,2018-04-05,B,user@domain.com,123-456-7890
frank,0,50000.0,Male,Finance,Manager,,D,user@domain.com,000-000-0000
alice,50,70000.0,Male,Sales,Analyst,,F,email@example.com,
hannah,30,65000.0,Female,IT,Manager,,B,email@example.com,555-555-5555
frank,35,55000.0,Female,Finance,Director,,D,name@company.org,123-456-7890
charlie,35,50000.0,Female,IT,Clerk,,F,name@company.org,123-456-7890
ivy,30,60000.0,Male,Finance,Director,,F,name@company.org,123-456-7890
bob,50,60216.08643457383,Female,Sales,Clerk,,A,name@company.org,555-555-5555
hannah,40,55000.0,Female,Marketing,Assistant,,B,no_email@example.com,000-000-0000
jack,0,60000.0,Other,Sales,Analyst,2018-04-05,F,no_email@example.com,123-456-7890
charlie,35,65000.0,Male,HR,Assistant,,F,email@example.com,
eve,40,70000.0,Other,Finance,Clerk,,D,user@domain.com,123-456-7890
frank,30,55000.0,Other,HR,Clerk,,A,user@domain.com,000-000-0000
jack,40,55000.0,Female,HR,Clerk,,C,no_email@example.com,555-555-5555
frank,25,65000.0,Male,IT,Manager,,A,no_email@example.com,123-456-7890
david,35,60216.08643457383,Female,Finance,Analyst,,C,name@company.org,123-456-7890
charlie,30,50000.0,Male,HR,Assistant,2018-04-05,B,name@company.org,
david,0,70000.0,Other,Marketing,Assistant,,B,no_email@example.com,
alice,50,55000.0,Male,HR,Director,,F,user@domain.com,123-456-7890
david,30,70000.0,Female,Marketing,Clerk,2018-04-05,B,name@company.org,123-456-7890
alice,0,55000.0,Female,IT,Clerk,,F,user@domain.com,
alice,50,70000.0,Female,HR,Clerk,,A,no_email@example.com,000-000-0000
jack,50,60000.0,Male,Sales,Assistant,,B,user@domain.com,098-765-4321
frank,30,55000.0,Other,IT,Director,,A,user@domain.com,098-765-4321
eve,40,70000.0,Other,Marketing,Manager,,A,user@domain.com,123-456-7890
david,40,50000.0,Male,IT,Analyst,2018-04-05,B,name@company.org,
charlie,50,60000.0,Female,HR,Manager,,A,email@example.com,555-555-5555
alice,40,60000.0,Other,Finance,Assistant,,B,no_email@example.com,555-555-5555
frank,25,50000.0,Female,Finance,Clerk,,B,user@domain.com,098-765-4321
bob,50,70000.0,Male,Marketing,Analyst,2018-04-05,B,user@domain.com,000-000-0000
hannah,50,65000.0,Female,Marketing,Assistant,,C,user@domain.com,098-765-4321
jack,0,50000.0,Other,Finance,Assistant,,A,email@example.com,123-456-7890
eve,40,70000.0,Other,Marketing,Assistant,,D,no_email@example.com,000-000-0000
grace,50,50000.0,Female,IT,Analyst,,B,name@company.org,555-555-5555
jack,25,50000.0,Male,Sales,Analyst,,A,email@example.com,
bob,0,55000.0,Female,Sales,Director,,F,user@domain.com,
hannah,30,70000.0,Male,IT,Director,,B,email@example.com,123-456-7890
bob,50,65000.0,Female,Sales,Manager,,B,email@example.com,098-765-4321
david,25,55000.0,Other,HR,Analyst,2018-04-05,D,email@example.com,123-456-7890
alice,35,50000.0,Male,IT,Analyst,,C,no_email@example.com,
eve,25,60216.08643457383,Male,Marketing,Analyst,,C,no_email@example.com,555-555-5555
ivy,25,50000.0,Male,IT,Director,,B,name@company.org,
alice,0,50000.0,Other,Finance,Assistant,,A,no_email@example.com,000-000-0000
ivy,30,70000.0,Female,Marketing,Clerk,,F,no_email@example.com,
hannah,35,70000.0,Other,Finance,Director,,F,no_email@example.com,
frank,40,55000.0,Male,Marketing,Analyst,,A,no_email@example.com,000-000-0000
grace,40,65000.0,Female,Sales,Director,,B,email@example.com,098-765-4321
charlie,25,55000.0,Other,IT,Manager,,F,email@example.com,
alice,0,60000.0,Male,HR,Analyst,,C,user@domain.com,123-456-7890
eve,0,50000.0,Male,Marketing,Manager,,A,no_email@example.com,
bob,40,60216.08643457383,Other,Marketing,Analyst,,D,user@domain.com,123-456-7890
eve,35,50000.0,Other,Finance,Director,,B,name@company.org,000-000-0000
hannah,30,50000.0,Other,Sales,Assistant,,A,email@example.com,
ivy,35,55000.0,Male,Finance,Clerk,,F,name@company.org,000-000-0000
bob,50,60216.08643457383,Other,Finance,Manager,2018-04-05,B,no_email@example.com,000-000-0000
charlie,50,60216.08643457383,Male,Sales,Director,,C,email@example.com,098-765-4321
charlie,30,60216.08643457383,Other,HR,Assistant,,B,name@company.org,
alice,40,55000.0,Male,Finance,Director,2018-04-05,B,no_email@example.com,123-456-7890
hannah,30,50000.0,Male,Finance,Manager,2018-04-05,C,name@company.org,123-456-7890
frank,0,55000.0,Female,Marketing,Clerk,,C,no_email@example.com,
hannah,50,70000.0,Other,Sales,Director,,B,no_email@example.com,098-765-4321
ivy,25,70000.0,Other,IT,Analyst,,C,email@example.com,098-765-4321
eve,25,55000.0,Male,HR,Assistant,2018-04-05,A,user@domain.com,098-765-4321
charlie,40,60216.08643457383,Male,HR,Director,,C,no_email@example.com,123-456-7890
eve,0,50000.0,Male,Sales,Assistant,,C,no_email@example.com,000-000-0000
eve,35,55000.0,Female,Marketing,Analyst,,B,email@example.com,098-765-4321
eve,0,55000.0,Female,Marketing,Clerk,,A,user@domain.com,123-456-7890
charlie,25,55000.0,Male,Sales,Clerk,2018-04-05,D,no_email@example.com,123-456-7890
jack,25,60000.0,Other,Marketing,Analyst,2018-04-05,D,no_email@example.com,000-000-0000
david,50,70000.0,Other,HR,Assistant,,F,user@domain.com,
ivy,0,60216.08643457383,Female,HR,Director,,C,name@company.org,
jack,0,65000.0,Female,IT,Analyst,,C,email@example.com,098-765-4321
ivy,25,60216.08643457383,Male,Sales,Manager,,A,user@domain.com,098-765-4321
bob,35,65000.0,Other,Finance,Assistant,,D,no_email@example.com,000-000-0000
hannah,40,60000.0,Male,Finance,Clerk,,F,no_email@example.com,098-765-4321
hannah,40,55000.0,Female,IT,Analyst,2018-04-05,A,no_email@example.com,000-000-0000
grace,0,60000.0,Other,IT,Clerk,,C,no_email@example.com,123-456-7890
hannah,40,60000.0,Other,Marketing,Assistant,,D,email@example.com,098-765-4321
charlie,25,50000.0,Female,IT,Clerk,,F,no_email@example.com,123-456-7890
frank,25,70000.0,Male,IT,Analyst,,B,user@domain.com,555-555-5555
alice,0,65000.0,Male,Finance,Assistant,,D,no_email@example.com,000-000-0000
grace,0,55000.0,Other,Marketing,Manager,2018-04-05,F,name@company.org,555-555-5555
alice,50,65000.0,Female,IT,Analyst,,A,user@domain.com,098-765-4321
ivy,0,60216.08643457383,Other,IT,Director,2018-04-05,B,email@example.com,123-456-7890
alice,35,65000.0,Female,Marketing,Analyst,,F,user@domain.com,098-765-4321
alice,40,60216.08643457383,Male,Sales,Assistant,,F,name@company.org,555-555-5555
grace,0,70000.0,Female,Marketing,Analyst,2018-04-05,C,email@example.com,098-765-4321
bob,30,60216.08643457383,Male,Finance,Manager,,D,no_email@example.com,
eve,50,65000.0,Female,Sales,Manager,2018-04-05,C,name@company.org,555-555-5555
hannah,30,65000.0,Other,HR,Director,,B,email@example.com,098-765-4321
hannah,25,60216.08643457383,Male,Marketing,Clerk,,F,no_email@example.com,123-456-7890
charlie,40,60000.0,Other,Finance,Assistant,,C,user@domain.com,098-765-4321
grace,0,70000.0,Other,Sales,Assistant,,D,email@example.com,123-456-7890
charlie,30,50000.0,Male,Marketing,Clerk,,B,user@domain.com,
frank,40,55000.0,Male,IT,Manager,,A,no_email@example.com,098-765-4321
frank,25,65000.0,Other,Marketing,Manager,,C,email@example.com,
charlie,35,55000.0,Other,HR,Analyst,,B,no_email@example.com,555-555-5555
grace,50,50000.0,Other,Marketing,Director,,A,name@company.org,123-456-7890
charlie,40,55000.0,Other,Sales,Director,,C,email@example.com,555-555-5555
hannah,40,50000.0,Male,Sales,Director,,B,no_email@example.com,123-456-7890
jack,35,60216.08643457383,Male,Marketing,Analyst,,B,email@example.com,
david,40,60000.0,Other,Sales,Director,2018-04-05,C,user@domain.com,000-000-0000
alice,25,65000.0,Female,IT,Clerk,,B,email@example.com,098-765-4321
david,25,50000.0,Female,Marketing,Analyst,,F,no_email@example.com,
grace,35,55000.0,Male,IT,Clerk,,C,email@example.com,123-456-7890
david,50,65000.0,Other,IT,Analyst,2018-04-05,B,name@company.org,123-456-7890
frank,0,60000.0,Other,Finance,Director,2018-04-05,A,email@example.com,123-456-7890
ivy,30,60216.08643457383,Male,Marketing,Clerk,,A,user@domain.com,123-456-7890
alice,0,65000.0,Female,Sales,Clerk,,F,email@example.com,098-765-4321
eve,40,50000.0,Female,IT,Clerk,,C,no_email@example.com,555-555-5555
grace,30,60000.0,Female,Finance,Analyst,2018-04-05,B,no_email@example.com,000-000-0000
alice,35,55000.0,Male,Marketing,Assistant,,B,email@example.com,098-765-4321
david,35,60000.0,Female,Marketing,Director,2018-04-05,A,email@example.com,123-456-7890
frank,50,60000.0,Male,HR,Clerk,,F,name@company.org,098-765-4321
bob,30,70000.0,Male,HR,Assistant,2018-04-05,A,no_email@example.com,
jack,25,60000.0,Other,IT,Director,2018-04-05,A,no_email@example.com,123-456-7890
eve,30,60000.0,Female,HR,Director,,F,user@domain.com,000-000-0000
jack,40,65000.0,Male,IT,Clerk,,C,email@example.com,123-456-7890
alice,25,55000.0,Female,Sales,Clerk,,B,no_email@example.com,000-000-0000
frank,35,65000.0,Female,IT,Analyst,,C,user@domain.com,000-000-0000
frank,30,65000.0,Other,HR,Assistant,,D,no_email@example.com,555-555-5555
david,0,50000.0,Female,Sales,Assistant,,D,no_email@example.com,555-555-5555
hannah,50,65000.0,Other,HR,Clerk,,D,no_email@example.com,098-765-4321
david,0,70000.0,Male,IT,Director,,F,user@domain.com,098-765-4321
hannah,50,70000.0,Female,Finance,Clerk,,A,no_email@example.com,000-000-0000
hannah,40,50000.0,Male,Marketing,Director,,C,no_email@example.com,123-456-7890
eve,0,60216.08643457383,Female,HR,Director,2018-04-05,B,no_email@example.com,
david,30,55000.0,Male,IT,Clerk,,D,no_email@example.com,
bob,30,55000.0,Female,Sales,Manager,,C,no_email@example.com,123-456-7890
charlie,0,65000.0,Female,HR,Assistant,,D,name@company.org,123-456-7890
charlie,30,65000.0,Female,HR,Director,,D,user@domain.com,555-555-5555
david,40,60216.08643457383,Female,Marketing,Director,,B,no_email@example.com,
david,25,65000.0,Female,IT,Manager,,F,no_email@example.com,000-000-0000
jack,40,55000.0,Female,Finance,Analyst,,A,user@domain.com,098-765-4321
eve,50,60000.0,Female,Sales,Manager,,F,user@domain.com,555-555-5555
david,40,70000.0,Female,IT,Manager,,C,user@domain.com,
jack,50,60000.0,Female,Sales,Director,,F,user@domain.com,123-456-7890
hannah,30,60000.0,Male,HR,Assistant,,C,email@example.com,
frank,25,55000.0,Other,Marketing,Manager,,C,no_email@example.com,000-000-0000
frank,30,60000.0,Female,Marketing,Analyst,,A,email@example.com,555-555-5555
hannah,35,60216.08643457383,Other,Finance,Clerk,2018-04-05,B,no_email@example.com,123-456-7890
grace,30,50000.0,Female,Marketing,Manager,2018-04-05,A,no_email@example.com,000-000-0000
jack,50,65000.0,Female,HR,Manager,,F,no_email@example.com,098-765-4321
jack,30,50000.0,Male,Finance,Analyst,2018-04-05,C,no_email@example.com,555-555-5555
hannah,30,70000.0,Male,IT,Assistant,,D,user@domain.com,000-000-0000
bob,25,65000.0,Other,Marketing,Manager,2018-04-05,D,email@example.com,000-000-0000
ivy,30,60000.0,Male,Finance,Manager,,C,user@domain.com,123-456-7890
